UID,REC
3211,"({62: 3.908161776200525}, [62, 50, 89, 91, 66, 94, 86, 93, 84])"
3212,"({50: 3.48446260552977}, [50, 89, 5, 76, 72, 66, 78, 88, 87])"
3213,"({8: 1.608504639383538}, [8, 50, 3, 36, 62, 28, 42, 66, 68])"
3214,"({36: 0.08468798467700545}, [36, 53, 69, 81, 66, 29, 34, 76, 87])"
3215,"({76: 1.3030391387626616}, [76, 83, 89, 98, 93, 73, 78, 87, 81])"
3216,"({42: 6.5361960571051965}, [42, 56, 62, 14, 28, 65, 72, 61, 69])"
3217,"({35: 5.563084261131624}, [35, 36, 53, 69, 72, 81, 88, 49, 46])"
3218,"({89: 4.368251443792133}, [89, 76, 72, 100, 35, 93, 91, 97, 98])"
3219,"({62: 3.5224758814080257}, [62, 35, 66, 34, 93, 26, 72, 39, 86])"
3220,"({42: 4.467685139346493}, [42, 83, 21, 72, 85, 81, 89, 12, 48])"
3221,"({6: 5.634109802552802}, [6, 65, 54, 56, 100, 76, 72, 81, 98])"
3222,"({49: 7.348207929284138}, [49, 35, 89, 28, 78, 72, 42, 26, 84])"
3223,"({50: 5.460987351172685}, [50, 62, 72, 89, 73, 93, 76, 80, 47])"
3224,"({89: 3.8757579940188194}, [89, 6, 47, 93, 28, 42, 63, 1, 21])"
3225,"({31: 4.938761883030031}, [31, 69, 14, 34, 76, 91, 28, 93, 48])"
3226,"({94: 6.533683266492018}, [94, 22, 96, 82, 21, 29, 43, 87, 25])"
3227,"({81: 0.037669662887110655}, [81, 83, 98, 100, 85, 52, 72, 34, 76])"
3228,"({89: 2.24026154562955}, [89, 29, 35, 72, 76, 95, 87, 42, 97])"
3229,"({89: 4.829418695539783}, [89, 50, 32, 83, 97, 72, 93, 71, 76])"
3230,"({44: 6.302352507103051}, [44, 29, 11, 69, 86, 85, 94, 87, 91])"
3231,"({39: 2.212985597624753}, [39, 93, 96, 48, 66, 11, 12, 42, 97])"
3232,"({89: 5.474188019863766}, [89, 69, 56, 68, 72, 28, 93, 76, 97])"
3233,"({50: 6.904714655059889}, [50, 31, 27, 42, 48, 6, 39, 34, 76])"
3234,"({98: 6.427176099030209}, [98, 21, 76, 50, 12, 36, 14, 88, 91])"
3235,"({21: 3.651308033276151}, [21, 54, 72, 89, 76, 35, 83, 78, 97])"
3236,"({41: 4.367036943703616}, [41, 50, 28, 33, 68, 37, 81, 13, 84])"
3237,"({56: 4.870701005278683}, [56, 83, 46, 21, 98, 54, 72, 89, 93])"
3238,"({89: 1.5263159810151516}, [89, 29, 94, 86, 91, 1, 10, 27, 76])"
3239,"({94: 3.9710092531446604}, [94, 63, 60, 89, 82, 96, 92, 84, 9])"
3240,"({89: 1.1446371688225638}, [89, 27, 72, 36, 93, 76, 5, 29, 80])"
3241,"({89: 3.6040910457674085}, [89, 62, 49, 6, 53, 72, 93, 47, 97])"
3242,"({80: 0.7631770396208247}, [80, 21, 89, 92, 66, 95, 45, 85, 53])"
3243,"({89: 2.4841225527107222}, [89, 87, 76, 91, 93, 88, 72, 86, 31])"
3244,"({10: 2.8993122627432175}, [10, 60, 38, 1, 87, 88, 27, 50, 86])"
3245,"({54: 7.366558005873085}, [54, 49, 6, 97, 29, 89, 93, 66, 14])"
3246,"({72: 6.628447083097678}, [72, 78, 73, 80, 71, 50, 77, 27, 61])"
3247,"({73: 0.3589298101547261}, [73, 78, 49, 98, 87, 89, 92, 82, 45])"
3248,"({6: 1.9236964305439652}, [6, 97, 64, 67, 5, 62, 3, 50, 11])"
3249,"({89: 2.5018547560188784}, [89, 81, 29, 50, 36, 98, 72, 83, 3])"
3250,"({89: 5.458337329422394}, [89, 90, 92, 49, 82, 91, 94, 88, 93])"
3251,"({27: 5.870911106221689}, [27, 50, 35, 36, 53, 78, 73, 12, 92])"
3252,"({22: 3.989617959760174}, [22, 12, 53, 6, 66, 35, 36, 81, 76])"
3253,"({62: 4.85060854814234}, [62, 83, 91, 72, 29, 56, 99, 26, 77])"
3254,"({78: 3.7922348299163477}, [78, 94, 67, 77, 86, 73, 91, 90, 88])"
3255,"({89: 3.5583270200888464}, [89, 29, 8, 1, 97, 72, 87, 88, 2])"
3256,"({14: 4.856233229039862}, [14, 62, 89, 36, 72, 27, 76, 83, 93])"
3257,"({89: 6.978283528605539}, [89, 62, 69, 68, 88, 31, 10, 72, 93])"
3258,"({76: 1.227951638870367}, [76, 89, 72, 97, 83, 53, 66, 92, 93])"
3259,"({29: 5.288553410223175}, [29, 42, 56, 54, 83, 76, 98, 72, 89])"
3260,"({27: 2.872444323220255}, [27, 50, 54, 72, 100, 79, 34, 41, 51])"
3261,"({56: 2.4497471970356175}, [56, 29, 93, 35, 25, 53, 40, 36, 38])"
3262,"({42: 6.848976093206088}, [42, 65, 26, 25, 27, 45, 83, 10, 5])"
3263,"({27: 1.196740019900886}, [27, 26, 65, 83, 89, 98, 76, 62, 29])"
3264,"({1: 5.9483532140779865}, [1, 60, 13, 18, 38, 57, 46, 23, 58])"
3265,"({93: 6.517943171109141}, [93, 76, 6, 62, 91, 69, 49, 50, 79])"
3266,"({93: 0.7849647550437331}, [93, 49, 55, 29, 31, 45, 78, 46, 88])"
3267,"({48: 10}, [48, 38, 90, 1, 54, 21, 50, 27, 81])"
3268,"({22: 3.6327594814759663}, [22, 81, 34, 10, 46, 11, 31, 72, 3])"
3269,"({63: 4.358661237882356}, [63, 82, 59, 99, 68, 88, 62, 76, 49])"
3270,"({62: 5.283400096269517}, [62, 47, 93, 69, 1, 36, 89, 10, 6])"
3271,"({42: 5.332895828677897}, [42, 65, 72, 38, 89, 93, 28, 22, 63])"
3272,"({89: 6.946574279704308}, [89, 53, 93, 35, 78, 28, 80, 66, 88])"
3273,"({89: 4.045746560155802}, [89, 61, 78, 85, 73, 76, 80, 86, 93])"
3274,"({50: 1.6821031180691732}, [50, 91, 88, 53, 87, 15, 42, 1, 63])"
3275,"({89: 0.19388597171902444}, [89, 76, 10, 87, 62, 55, 1, 23, 72])"
3276,"({89: 5.075066909814233}, [89, 35, 76, 68, 72, 93, 91, 49, 66])"
3277,"({53: 2.74664770176298}, [53, 72, 42, 100, 88, 62, 73, 14, 19])"
3278,"({21: 9.019065395744043}, [21, 100, 49, 83, 72, 98, 89, 12, 85])"
3279,"({89: 2.3582368041955433}, [89, 54, 35, 53, 76, 69, 46, 61, 72])"
3280,"({53: 4.3594709517842745}, [53, 32, 65, 31, 27, 29, 89, 76, 12])"
3281,"({22: 7.8356679390463215}, [22, 14, 100, 27, 49, 25, 29, 38, 67])"
3282,"({29: 3.3363823634775613}, [29, 72, 76, 66, 83, 81, 98, 89, 70])"
3283,"({46: 5.480889469865573}, [46, 81, 55, 56, 62, 83, 85, 18, 91])"
3284,"({89: 5.002897069818099}, [89, 90, 93, 78, 72, 84, 91, 76, 82])"
3285,"({89: 3.5871924372919937}, [89, 97, 100, 28, 61, 91, 94, 45, 11])"
3286,"({76: -0.6314122149495502}, [76, 83, 72, 98, 89, 95, 91, 94, 88])"
3287,"({86: 4.483673314067019}, [86, 99, 91, 93, 90, 66, 77, 36, 22])"
3288,"({100: 3.813865837228069}, [100, 22, 53, 98, 50, 73, 81, 46, 25])"
3289,"({42: 2.9241237923952004}, [42, 21, 49, 14, 29, 22, 45, 40, 3])"
3290,"({50: 6.081654957178776}, [50, 61, 26, 53, 22, 89, 81, 27, 10])"
3291,"({89: 2.048719736470317}, [89, 76, 83, 72, 71, 84, 26, 96, 29])"
3292,"({27: 3.4150235090563683}, [27, 89, 72, 76, 53, 94, 97, 21, 65])"
3293,"({89: 2.443895074325079}, [89, 66, 35, 88, 97, 76, 87, 72, 91])"
3294,"({49: 7.786645604123347}, [49, 38, 22, 46, 69, 32, 54, 66, 53])"
3295,"({42: 4.482434088029252}, [42, 91, 76, 6, 81, 72, 83, 78, 89])"
3296,"({89: 3.9743869969957313}, [89, 90, 78, 5, 73, 88, 82, 11, 3])"
3297,"({96: 3.790752581047605}, [96, 62, 79, 94, 97, 86, 83, 48, 23])"
3298,"({50: 1.4878879270651404}, [50, 10, 1, 81, 65, 29, 35, 26, 60])"
3299,"({91: 7.234336120605799}, [91, 89, 66, 69, 72, 77, 76, 83, 78])"
3300,"({81: 3.52077930613694}, [81, 100, 98, 3, 72, 83, 80, 76, 88])"
3301,"({11: 7.471792424139564}, [11, 83, 85, 72, 54, 27, 6, 53, 28])"
3302,"({62: 7.379199697116323}, [62, 53, 47, 29, 61, 65, 89, 54, 80])"
3303,"({50: 3.7329067950519303}, [50, 68, 35, 42, 96, 21, 72, 3, 14])"
3304,"({1: -0.22550715121375367}, [1, 86, 97, 11, 92, 29, 76, 18, 61])"
3305,"({89: 3.3090787798571206}, [89, 62, 11, 6, 27, 76, 12, 14, 55])"
3306,"({6: -0.06985344095677637}, [6, 11, 100, 97, 80, 21, 68, 85, 31])"
3307,"({10: 3.8296986484333395}, [10, 86, 94, 89, 78, 96, 91, 45, 76])"
3308,"({89: 4.2022490423112915}, [89, 69, 38, 56, 53, 63, 47, 86, 97])"
3309,"({82: 4.224347996493966}, [82, 87, 54, 32, 90, 76, 84, 72, 71])"
3310,"({54: 3.1684418778697347}, [54, 62, 76, 72, 6, 89, 97, 81, 83])"
3311,"({6: 1.2950058343600839}, [6, 76, 89, 80, 72, 87, 31, 55, 91])"
3312,"({50: 6.377671974483988}, [50, 54, 36, 89, 31, 63, 97, 6, 93])"
3313,"({76: 1.4623646576504317}, [76, 27, 89, 54, 72, 87, 73, 36, 79])"
3314,"({50: 6.739364605336081}, [50, 34, 2, 98, 72, 8, 3, 25, 63])"
3315,"({60: 4.22833301516798}, [60, 38, 22, 1, 89, 95, 86, 97, 88])"
3316,"({31: 7.5547498797741275}, [31, 61, 53, 50, 11, 12, 14, 28, 51])"
3317,"({47: 7.953993683689851}, [47, 6, 39, 45, 63, 93, 97, 70, 25])"
3318,"({89: 2.8934794450290946}, [89, 76, 95, 93, 87, 72, 96, 84, 90])"
3319,"({11: 5.391866204939104}, [11, 35, 100, 10, 5, 62, 40, 54, 46])"
3320,"({89: 3.4864250886678545}, [89, 94, 86, 97, 61, 91, 96, 88, 36])"
3321,"({89: 3.865329652869755}, [89, 50, 88, 3, 93, 91, 90, 94, 61])"
3322,"({65: 5.986470925232756}, [65, 50, 72, 100, 80, 76, 89, 73, 34])"
3323,"({62: 4.704514787925177}, [62, 89, 99, 48, 95, 88, 53, 20, 77])"
3324,"({85: 5.263266855986624}, [85, 75, 73, 77, 17, 22, 30, 19, 63])"
3325,"({32: 3.785982838986941}, [32, 89, 68, 36, 35, 72, 78, 83, 76])"
3326,"({11: 2.9929178141231927}, [11, 53, 41, 36, 54, 66, 39, 82, 33])"
3327,"({89: 1.975440466847119}, [89, 86, 88, 72, 87, 68, 77, 82, 78])"
3328,"({89: 1.2942917702965382}, [89, 94, 10, 95, 93, 91, 96, 76, 86])"
3329,"({32: 6.194840246583527}, [32, 21, 11, 46, 62, 14, 34, 85, 87])"
3330,"({89: 7.885939505065085}, [89, 93, 91, 88, 87, 47, 90, 72, 76])"
3331,"({35: 1.9615425831443312}, [35, 65, 21, 62, 31, 14, 46, 39, 83])"
3332,"({31: 9.52535436790343}, [31, 49, 26, 39, 22, 62, 100, 53, 54])"
3333,"({89: 3.4170284198850878}, [89, 62, 49, 72, 93, 91, 95, 83, 54])"
3334,"({96: 3.506965516373188}, [96, 91, 72, 23, 92, 77, 81, 28, 71])"
3335,"({54: 0.27992123802874214}, [54, 22, 86, 27, 97, 64, 61, 56, 87])"
3336,"({72: 2.926705499486177}, [72, 89, 76, 80, 68, 69, 73, 78, 93])"
3337,"({78: 2.71897737170759}, [78, 94, 77, 67, 73, 36, 76, 3, 100])"
3338,"({89: -3.5667909199723518}, [89, 97, 1, 76, 86, 50, 91, 96, 94])"
3339,"({36: 5.371822889957905}, [36, 27, 72, 54, 76, 78, 89, 81, 1])"
3340,"({89: 3.7421552805281424}, [89, 76, 31, 93, 91, 72, 80, 88, 83])"
3341,"({94: 5.39331125941542}, [94, 28, 92, 66, 57, 59, 76, 35, 49])"
3342,"({89: 2.470532696436008}, [89, 32, 97, 96, 93, 90, 72, 88, 86])"
3343,"({89: 5.6815515567561885}, [89, 48, 88, 93, 69, 28, 47, 72, 12])"
3344,"({32: 8.397985110987564}, [32, 61, 35, 36, 89, 47, 56, 76, 83])"
3345,"({35: 6.542965280392345}, [35, 68, 32, 53, 56, 72, 36, 48, 87])"
3346,"({73: 4.496218129565644}, [73, 27, 78, 68, 28, 100, 93, 72, 90])"
3347,"({89: 4.36933637083799}, [89, 32, 36, 35, 29, 76, 65, 49, 68])"
3348,"({69: 3.0269149328648624}, [69, 89, 1, 61, 87, 19, 72, 78, 81])"
3349,"({29: 4.154876892238526}, [29, 62, 56, 68, 12, 89, 10, 47, 72])"
3350,"({89: 8.01918326277108}, [89, 93, 83, 38, 21, 31, 65, 77, 39])"
3351,"({39: 7.678089950438359}, [39, 22, 42, 6, 12, 83, 26, 49, 91])"
3352,"({11: 6.355673457001346}, [11, 65, 12, 81, 26, 36, 50, 52, 72])"
3353,"({80: 5.825213160732117}, [80, 14, 96, 88, 52, 19, 55, 94, 67])"
3354,"({89: 3.4158254552995873}, [89, 95, 76, 50, 93, 49, 88, 62, 53])"
3355,"({89: 3.7799785838818707}, [89, 88, 72, 91, 93, 84, 81, 76, 87])"
3356,"({89: 5.931878987515557}, [89, 53, 31, 93, 63, 94, 88, 25, 76])"
3357,"({36: 2.743106254356054}, [36, 87, 65, 81, 76, 89, 83, 72, 73])"
3358,"({50: 6.203126593586519}, [50, 22, 35, 10, 62, 27, 1, 56, 94])"
3359,"({22: 9.79224171577178}, [22, 88, 40, 48, 64, 11, 21, 10, 67])"
3360,"({35: 6.304865999022524}, [35, 69, 89, 48, 66, 93, 90, 47, 65])"
3361,"({76: 4.189433709382413}, [76, 89, 72, 93, 87, 12, 61, 83, 91])"
3362,"({35: 8.059905153067731}, [35, 69, 38, 66, 46, 14, 61, 81, 91])"
3363,"({89: 4.709655343037752}, [89, 54, 29, 14, 76, 91, 47, 6, 28])"
3364,"({29: 7.466115091186774}, [29, 35, 50, 27, 53, 14, 81, 87, 89])"
3365,"({68: 3.878448349737611}, [68, 45, 11, 47, 89, 54, 84, 90, 95])"
3366,"({37: 5.515413864359738}, [37, 70, 67, 48, 68, 28, 41, 84, 65])"
3367,"({46: 1.4646081708885736}, [46, 55, 22, 72, 10, 53, 34, 42, 50])"
3368,"({78: 8.369383233286394}, [78, 76, 83, 87, 91, 82, 95, 61, 90])"
3369,"({89: 6.183837978782646}, [89, 97, 76, 42, 81, 56, 83, 36, 84])"
3370,"({50: 3.3106573179204606}, [50, 61, 94, 76, 29, 72, 90, 70, 45])"
3371,"({36: 4.197699055207734}, [36, 89, 46, 66, 72, 100, 83, 22, 93])"
3372,"({32: 2.644405636681947}, [32, 62, 89, 66, 68, 56, 91, 76, 1])"
3373,"({56: 6.005495652951779}, [56, 50, 62, 46, 29, 25, 81, 1, 78])"
3374,"({1: -0.33960917869947527}, [1, 86, 94, 44, 2, 3, 85, 81, 50])"
3375,"({42: 2.124793909175735}, [42, 83, 39, 26, 10, 38, 87, 95, 72])"
3376,"({85: 9.223320632434701}, [85, 91, 14, 78, 62, 76, 35, 89, 32])"
3377,"({73: 4.608570374946424}, [73, 89, 80, 72, 76, 66, 93, 31, 79])"
3378,"({94: 3.6547171627700896}, [94, 89, 86, 88, 9, 97, 22, 96, 32])"
3379,"({95: 4.87313120598831}, [95, 81, 27, 76, 79, 71, 73, 12, 98])"
3380,"({32: 9.25774990156233}, [32, 53, 21, 93, 80, 89, 85, 78, 26])"
3381,"({83: 3.9963616989431223}, [83, 29, 89, 27, 72, 76, 93, 87, 78])"
3382,"({89: 4.184355096964874}, [89, 96, 95, 72, 61, 69, 92, 73, 78])"
3383,"({53: 3.8995383021345127}, [53, 49, 89, 76, 73, 72, 50, 78, 47])"
3384,"({96: 2.5107348555708526}, [96, 75, 3, 82, 91, 78, 89, 95, 30])"
3385,"({89: 3.8084648984053935}, [89, 78, 27, 72, 36, 98, 76, 83, 93])"
3386,"({8: 1.9442472858363893}, [8, 29, 91, 97, 56, 92, 99, 13, 38])"
3387,"({46: 2.9514924346259086}, [46, 56, 45, 68, 31, 95, 3, 72, 88])"
3388,"({89: 5.440349962648865}, [89, 96, 19, 90, 93, 84, 99, 72, 78])"
3389,"({62: 5.333844158450599}, [62, 91, 94, 67, 68, 86, 97, 96, 47])"
3390,"({89: -2.2003230208091527}, [89, 76, 50, 83, 97, 96, 98, 93, 56])"
3391,"({1: 5.438762073953518}, [1, 50, 44, 27, 46, 81, 55, 76, 9])"
3392,"({100: 5.200804307657142}, [100, 98, 34, 83, 14, 80, 73, 76, 85])"
3393,"({29: 5.118171523812783}, [29, 87, 2, 98, 72, 56, 93, 32, 92])"
3394,"({50: 2.9671714106677274}, [50, 69, 72, 2, 76, 83, 12, 32, 81])"
3395,"({50: 6.387742876176549}, [50, 14, 35, 12, 83, 6, 25, 72, 11])"
3396,"({54: 8.04402306300145}, [54, 35, 69, 87, 65, 76, 83, 28, 9])"
3397,"({89: 2.2425977181148804}, [89, 97, 88, 93, 87, 72, 15, 36, 96])"
3398,"({54: 5.708695485003037}, [54, 95, 40, 82, 85, 64, 31, 14, 60])"
3399,"({50: 6.436705389852831}, [50, 42, 26, 71, 83, 84, 90, 76, 66])"
3400,"({54: 3.036749619407562}, [54, 53, 91, 31, 84, 19, 95, 15, 5])"
3401,"({65: 3.2181804796576454}, [65, 61, 11, 62, 88, 81, 89, 78, 72])"
3402,"({27: 1.5222677235159794}, [27, 11, 80, 52, 65, 95, 83, 73, 10])"
3403,"({8: 5.772366495764561}, [8, 90, 93, 97, 63, 64, 84, 60, 21])"
3404,"({89: 2.9154482221565283}, [89, 54, 72, 48, 91, 93, 47, 28, 63])"
3405,"({54: 7.2199637448752725}, [54, 76, 89, 72, 31, 47, 11, 6, 28])"
3406,"({56: 7.919206439287734}, [56, 53, 69, 83, 34, 6, 47, 100, 89])"
3407,"({91: 6.755667865630367}, [91, 96, 90, 84, 40, 34, 39, 31, 69])"
3408,"({21: 1.9588966469289861}, [21, 72, 76, 80, 50, 65, 73, 83, 81])"
3409,"({80: 4.380781325841551}, [80, 100, 72, 31, 21, 73, 88, 38, 65])"
3410,"({50: 6.2632330863304055}, [50, 98, 34, 100, 83, 81, 40, 49, 72])"
3411,"({68: 7.393103037935442}, [68, 42, 72, 61, 36, 98, 76, 83, 89])"
3412,"({11: 4.2827801531543095}, [11, 27, 53, 81, 72, 34, 22, 100, 42])"
3413,"({89: 2.915288212421972}, [89, 19, 76, 47, 93, 78, 96, 72, 36])"
3414,"({89: 4.463337173834377}, [89, 54, 66, 48, 93, 47, 72, 76, 83])"
3415,"({89: 3.473588730546937}, [89, 87, 80, 34, 51, 100, 72, 83, 85])"
3416,"({50: 3.4476290897846105}, [50, 72, 49, 28, 91, 78, 29, 83, 89])"
3417,"({89: 2.8985080633052984}, [89, 80, 75, 83, 5, 61, 72, 62, 92])"
3418,"({25: 10}, [25, 46, 26, 56, 9, 47, 10, 48, 70])"
3419,"({81: 7.639922366838926}, [81, 22, 12, 72, 83, 14, 78, 87, 10])"
3420,"({32: 5.836318550612887}, [32, 76, 42, 48, 72, 92, 91, 39, 11])"
3421,"({72: 1.9428363992672384}, [72, 76, 83, 98, 27, 100, 89, 11, 87])"
3422,"({89: 3.6124419580725537}, [89, 62, 23, 64, 88, 36, 40, 72, 59])"
3423,"({32: 2.3809850339061303}, [32, 27, 11, 53, 100, 81, 98, 76, 52])"
3424,"({6: 3.057161775674318}, [6, 47, 48, 49, 36, 67, 21, 75, 65])"
3425,"({36: 4.50633196930481}, [36, 42, 31, 14, 72, 89, 47, 93, 38])"
3426,"({89: 0.8212496567114516}, [89, 94, 76, 97, 86, 93, 96, 91, 90])"
3427,"({83: 2.5283625279791258}, [83, 89, 56, 10, 93, 76, 72, 95, 91])"
3428,"({89: 3.400393431183935}, [89, 38, 19, 82, 60, 50, 79, 11, 65])"
3429,"({73: 4.523638430549381}, [73, 78, 79, 89, 77, 88, 5, 85, 81])"
3430,"({50: 4.883000690623624}, [50, 89, 91, 72, 40, 76, 97, 93, 78])"
3431,"({29: 1.7595390968550824}, [29, 89, 53, 72, 83, 87, 100, 98, 65])"
3432,"({80: 4.015157693805627}, [80, 100, 50, 72, 83, 76, 98, 73, 12])"
3433,"({42: 4.619237527151577}, [42, 47, 72, 34, 62, 6, 89, 22, 96])"
3434,"({89: 4.1715061066007895}, [89, 90, 47, 61, 6, 36, 63, 93, 94])"
3435,"({72: 4.158650449507696}, [72, 76, 21, 81, 31, 46, 93, 97, 88])"
3436,"({27: 7.140922732757455}, [27, 10, 11, 55, 6, 12, 32, 34, 65])"
3437,"({32: 7.414256538430059}, [32, 31, 35, 100, 61, 49, 34, 3, 62])"
3438,"({21: 4.112246742212787}, [21, 98, 76, 49, 51, 1, 29, 81, 93])"
3439,"({66: 6.305929710374516}, [66, 50, 48, 72, 89, 93, 1, 76, 91])"
3440,"({29: 7.946374308376748}, [29, 69, 47, 36, 46, 80, 52, 93, 51])"
3441,"({36: 4.703552761232988}, [36, 31, 61, 89, 93, 1, 72, 10, 78])"
3442,"({27: 5.541976794334099}, [27, 36, 31, 54, 35, 40, 6, 14, 56])"
3443,"({89: 0.342294446176447}, [89, 97, 76, 83, 93, 62, 98, 96, 94])"
3444,"({62: 6.005743944686557}, [62, 6, 92, 65, 98, 32, 56, 83, 81])"
3445,"({91: 5.764843715539673}, [91, 94, 89, 65, 93, 86, 76, 49, 83])"
3446,"({22: 7.369034330466927}, [22, 50, 38, 62, 35, 10, 11, 34, 39])"
3447,"({72: 2.2153465538506323}, [72, 89, 76, 93, 83, 42, 97, 68, 87])"
3448,"({89: 6.649860406661958}, [89, 84, 82, 40, 5, 75, 98, 27, 87])"
3449,"({100: 4.917642055761929}, [100, 98, 73, 51, 65, 80, 83, 50, 49])"
3450,"({94: 2.4073867267732005}, [94, 95, 93, 89, 43, 88, 90, 86, 87])"
3451,"({42: 5.174339416451219}, [42, 83, 89, 100, 25, 85, 22, 61, 48])"
3452,"({88: 7.59950870980126}, [88, 91, 11, 3, 32, 97, 87, 28, 69])"
3453,"({50: 1.5782120102998567}, [50, 72, 69, 76, 93, 48, 87, 88, 81])"
3454,"({89: 4.49458898010803}, [89, 83, 72, 35, 87, 34, 78, 29, 90])"
3455,"({93: 4.770680907446029}, [93, 50, 78, 72, 35, 68, 73, 39, 97])"
3456,"({1: 3.7804985864244975}, [1, 26, 14, 72, 91, 81, 89, 3, 34])"
3457,"({89: 5.408609525889787}, [89, 32, 21, 83, 68, 47, 72, 93, 76])"
3458,"({6: 9.697542832341947}, [6, 38, 25, 69, 10, 26, 87, 65, 14])"
3459,"({76: 2.1500209622536057}, [76, 89, 96, 72, 92, 87, 36, 97, 27])"
3460,"({10: 1.5665178502095791}, [10, 66, 48, 35, 86, 82, 45, 95, 84])"
3461,"({66: 8.797739391465562}, [66, 69, 48, 53, 61, 36, 35, 32, 23])"
3462,"({93: 5.126238236668442}, [93, 97, 35, 82, 71, 56, 69, 2, 95])"
3463,"({89: 3.6205351591896884}, [89, 28, 93, 72, 76, 91, 94, 97, 78])"
3464,"({53: 4.064007464474152}, [53, 34, 98, 72, 100, 42, 6, 54, 80])"
3465,"({89: 2.9651711768870976}, [89, 88, 94, 49, 86, 93, 91, 87, 96])"
3466,"({89: 2.6879405730029187}, [89, 5, 93, 66, 15, 72, 95, 87, 76])"
3467,"({70: 6.957389896976505}, [70, 11, 45, 40, 48, 21, 14, 96, 47])"
3468,"({49: 2.4827271535780664}, [49, 28, 73, 62, 53, 79, 78, 77, 98])"
3469,"({43: 3.727819475687361}, [43, 50, 65, 23, 97, 85, 21, 42, 57])"
3470,"({89: 3.683966349596698}, [89, 94, 93, 32, 1, 6, 10, 90, 86])"
3471,"({81: 2.4449330993496767}, [81, 83, 91, 98, 100, 76, 72, 87, 89])"
3472,"({68: 4.773548456171888}, [68, 76, 29, 91, 69, 95, 84, 6, 82])"
3473,"({89: 2.7614246209157236}, [89, 50, 32, 97, 76, 63, 93, 54, 88])"
3474,"({73: 7.584527653490638}, [73, 78, 80, 21, 77, 68, 79, 83, 72])"
3475,"({53: 4.220221921271491}, [53, 22, 2, 34, 62, 65, 67, 95, 84])"
3476,"({32: 3.454049759996441}, [32, 29, 89, 76, 72, 66, 47, 88, 87])"
3477,"({65: 4.575801261951497}, [65, 27, 70, 100, 63, 54, 80, 52, 10])"
3478,"({89: 2.247767416426553}, [89, 81, 50, 29, 83, 72, 27, 97, 98])"
3479,"({98: 2.7061491392299186}, [98, 83, 89, 72, 96, 76, 75, 73, 100])"
3480,"({89: 8.621764242404922}, [89, 72, 78, 39, 73, 63, 87, 25, 94])"
3481,"({27: 4.4178908977055515}, [27, 91, 35, 12, 88, 87, 76, 86, 72])"
3482,"({50: 2.2556059803218917}, [50, 89, 27, 65, 83, 39, 78, 80, 92])"
3483,"({68: 6.831901289110245}, [68, 32, 89, 21, 27, 56, 85, 100, 63])"
3484,"({50: 4.895676015902242}, [50, 49, 14, 31, 56, 10, 81, 89, 25])"
3485,"({29: 6.685452704485615}, [29, 53, 65, 31, 27, 45, 69, 83, 78])"
3486,"({61: 7.840256757664082}, [61, 62, 50, 48, 63, 78, 30, 56, 89])"
3487,"({89: 8.30551135218241}, [89, 66, 72, 93, 31, 88, 76, 92, 83])"
3488,"({96: 5.606658800233802}, [96, 76, 83, 90, 50, 35, 56, 61, 21])"
3489,"({29: 8.198014305170535}, [29, 66, 11, 31, 49, 48, 38, 61, 25])"
3490,"({50: 3.11299566596975}, [50, 89, 32, 35, 65, 36, 76, 80, 83])"
3491,"({36: 4.20748100618426}, [36, 35, 27, 76, 69, 81, 29, 90, 7])"
3492,"({62: 4.650043250278105}, [62, 50, 72, 54, 56, 76, 97, 27, 36])"
3493,"({89: 3.9571636208749474}, [89, 60, 97, 63, 88, 47, 28, 36, 71])"
3494,"({62: 6.406875348862478}, [62, 89, 36, 50, 47, 91, 39, 72, 76])"
3495,"({32: 4.546576102299968}, [32, 7, 87, 88, 49, 81, 72, 78, 85])"
3496,"({10: 3.3734851472511638}, [10, 60, 94, 86, 32, 64, 1, 89, 3])"
3497,"({98: 3.8135249415397343}, [98, 21, 81, 34, 29, 65, 52, 100, 83])"
3498,"({38: 9.553191262055241}, [38, 91, 48, 88, 23, 29, 56, 68, 59])"
3499,"({62: 6.032631198544211}, [62, 65, 26, 12, 72, 28, 89, 80, 76])"
3500,"({89: 4.362200466228069}, [89, 29, 27, 83, 49, 93, 72, 84, 97])"
3501,"({78: 5.497812610371044}, [78, 94, 88, 93, 53, 98, 50, 70, 12])"
3502,"({31: 4.133654591014452}, [31, 62, 21, 89, 81, 46, 72, 56, 10])"
3503,"({35: 8.23933717178328}, [35, 36, 49, 83, 38, 87, 47, 28, 1])"
3504,"({80: 5.686908692981636}, [80, 66, 77, 90, 11, 91, 82, 31, 88])"
3505,"({6: 2.774539403099449}, [6, 54, 89, 28, 50, 78, 76, 72, 93])"
3506,"({93: 7.022930254332396}, [93, 89, 94, 97, 63, 66, 96, 90, 6])"
3507,"({81: 2.8510416254894837}, [81, 72, 83, 87, 2, 12, 35, 27, 56])"
3508,"({91: 5.272511108711338}, [91, 28, 49, 73, 48, 9, 64, 38, 66])"
3509,"({89: -0.25877816834475564}, [89, 76, 72, 92, 83, 94, 95, 91, 50])"
3510,"({89: -2.241605671994275}, [89, 72, 76, 90, 8, 93, 32, 11, 87])"
3511,"({83: 2.4386511449736674}, [83, 89, 93, 100, 80, 72, 61, 76, 98])"
3512,"({32: 4.163614488837239}, [32, 89, 35, 62, 93, 28, 80, 72, 97])"
